School,Sport,Race,%N,2017-18,4-Class,GSR
Appalachian State University,Women's Other,Am. Ind./AN,-,-,-,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Asian,-,100-a,100-a,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Black,100-a,50-a,100-a,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Hispanic,-,100-a,100-a,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Nat. Haw./PI,-,100-a,100-a,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,US N-R,100-a,83-b,100-a,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Two or More,-,0-a,-,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Unknown,-,-,-,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,White,76-e,73-e,95-e,
Appalachian State University,Women's Other,,,,,
Appalachian State University,Women's Other,Total,79-e,73-e,96-e,
University at Albany,Baseball,,2017-18 4,-Class,GSR,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Am. Ind./AN,-,-,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Asian,-,-,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Black,100-a,100-a,100-a,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Hispanic,0-a,0-a,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Nat. Haw./PI,-,-,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,US N-R,-,-,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Two or More,-,100-a,100-a,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Unknown,-,-,-,
University at Albany,Baseball,,,,,
University at Albany,Baseball,White,50-b,38-e,80-c,
University at Albany,Baseball,,,,,
University at Albany,Baseball,Total,50-b,46-e,84-d,
University at Albany,Football,,2017-18 4,-Class,GSR,
University at Albany,Football,,,,,
University at Albany,Football,Am. Ind./AN,-,-,-,
University at Albany,Football,,,,,
University at Albany,Football,Asian,-,100-a,100-a,
University at Albany,Football,,,,,
University at Albany,Football,Black,50-b,65-e,76-e,
University at Albany,Football,,,,,
University at Albany,Football,Hispanic,-,-,-,
University at Albany,Football,,,,,
University at Albany,Football,Nat. Haw./PI,-,-,-,
University at Albany,Football,,,,,
University at Albany,Football,US N-R,-,-,-,
University at Albany,Football,,,,,
University at Albany,Football,Two or More,33-a,44-b,42-c,
University at Albany,Football,,,,,
University at Albany,Football,Unknown,0-a,50-a,33-a,
University at Albany,Football,,,,,
University at Albany,Football,White,67-a,73-e,91-e,
University at Albany,Football,,,,,
University at Albany,Football,Total,46-c,65-e,74-e,
University at Albany,Men's Basketball,,2017-18 4,-Class,GSR,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Am. Ind./AN,-,-,-,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Asian,-,-,-,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Black,-,50-a,89-b,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Hispanic,-,-,-,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Nat. Haw./PI,-,-,-,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,US N-R,-,0-a,0-a,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Two or More,-,0-a,0-a,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Unknown,-,-,-,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,White,100-a,67-b,100-a,
University at Albany,Men's Basketball,,,,,
University at Albany,Men's Basketball,Total,100-a,50-b,76-d,
University at Albany,Men's Other,,2017-18 4,-Class,GSR,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Am. Ind./AN,0-a,60-a,75-a,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Asian,-,-,-,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Black,0-a,0-a,-,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Hispanic,-,-,-,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Nat. Haw./PI,-,-,-,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,US N-R,100-a,100-a,100-a,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Two or More,25-a,57-b,86-b,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Unknown,-,100-a,100-a,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,White,75-c,71-e,97-e,
University at Albany,Men's Other,,,,,
University at Albany,Men's Other,Total,58-d,68-e,93-e,
University at Albany,Men's CC/Track,,2017-18 4,-Class,GSR,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Am. Ind./AN,-,-,-,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Asian,-,-,-,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Black,-,100-a,100-a,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Hispanic,-,-,-,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Nat. Haw./PI,-,-,-,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,US N-R,-,-,-,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Two or More,50-a,60-a,67-b,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Unknown,-,-,100-a,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,White,-,100-b,100-b,
University at Albany,Men's CC/Track,,,,,
University at Albany,Men's CC/Track,Total,50-a,89-d,91-e,
University at Albany,Women's Basketball,Am. Ind./AN,-,-,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Asian,-,-,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Black,33-a,43-b,67-b,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Hispanic,-,-,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Nat. Haw./PI,-,-,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,US N-R,-,-,100-a,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Two or More,-,-,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Unknown,0-a,0-a,-,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,White,100-a,67-b,80-a,
University at Albany,Women's Basketball,,,,,
University at Albany,Women's Basketball,Total,40-a,50-c,75-c,
University at Albany,Women's CC/Track,,%-N,,,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,,2017-18,4-Class,GSR,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Am. Ind./AN,-,-,-,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Asian,-,-,-,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Black,67-a,83-c,92-c,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Hispanic,-,0-a,-,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Nat. Haw./PI,-,-,-,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,US N-R,-,-,-,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Two or More,-,75-a,80-a,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Unknown,-,-,100-a,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,White,50-a,77-c,92-c,
University at Albany,Women's CC/Track,,,,,
University at Albany,Women's CC/Track,Total,57-b,77-e,91-e,
University at Albany,Women's Other,,2017-18,4-Class,GSR,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Am. Ind./AN,-,0-a,-,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Asian,-,75-a,100-a,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Black,-,100-a,100-a,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Hispanic,-,50-a,100-a,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Nat. Haw./PI,-,-,-,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,US N-R,-,-,-,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Two or More,60-a,67-c,91-c,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Unknown,50-a,67-a,100-a,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,White,65-d,60-e,94-e,
University at Albany,Women's Other,,,,,
University at Albany,Women's Other,Total,63-e,62-e,94-e,
University of Akron,Baseball,,2017-18 4-,Class,GSR,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Am. Ind./AN,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Asian,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Black,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Hispanic,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Nat. Haw./PI,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,US N-R,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Two or More,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Unknown,-,-,-,
University of Akron,Baseball,,,,,
University of Akron,Baseball,White,-,0-a,75-b,
University of Akron,Baseball,,,,,
University of Akron,Baseball,Total,-,0-a,75-b,
University of Akron,Football,,2017-18 4,-Class,GSR,
University of Akron,Football,,,,,
University of Akron,Football,Am. Ind./AN,-,-,-,
University of Akron,Football,,,,,
University of Akron,Football,Asian,-,-,-,
University of Akron,Football,,,,,
University of Akron,Football,Black,17-b,64-e,68-e,
University of Akron,Football,,,,,
University of Akron,Football,Hispanic,100-a,100-a,100-a,
University of Akron,Football,,,,,
University of Akron,Football,Nat. Haw./PI,-,-,-,
University of Akron,Football,,,,,
University of Akron,Football,US N-R,-,-,-,
University of Akron,Football,,,,,
University of Akron,Football,Two or More,0-a,29-b,56-b,
University of Akron,Football,,,,,
University of Akron,Football,Unknown,-,-,-,
University of Akron,Football,,,,,
University of Akron,Football,White,100-a,71-c,67-d,
University of Akron,Football,,,,,
University of Akron,Football,Total,38-d,61-e,67-e,
University of Akron,Men's Basketball,,2017-18 4,-Class,GSR,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Am. Ind./AN,-,-,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Asian,-,-,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Black,0-a,50-b,89-b,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Hispanic,-,0-a,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Nat. Haw./PI,-,-,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,US N-R,-,0-a,0-a,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Two or More,0-a,0-a,100-a,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Unknown,-,-,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,White,0-a,0-a,-,
University of Akron,Men's Basketball,,,,,
University of Akron,Men's Basketball,Total,0-a,25-c,83-c,
University of Akron,Men's Other,,2017-18 4,-Class,GSR,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Am. Ind./AN,-,-,-,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Asian,0-a,0-a,100-a,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Black,50-a,20-a,50-a,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Hispanic,-,0-a,-,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Nat. Haw./PI,-,-,-,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,US N-R,0-a,25-b,100-a,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Two or More,100-a,100-a,100-a,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Unknown,-,-,-,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,White,86-b,84-d,93-c,
University of Akron,Men's Other,,,,,
University of Akron,Men's Other,Total,62-c,56-e,90-e,
University of Akron,Men's CC/Track,Am. Ind./AN,-,-,-,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Asian,-,-,-,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Black,0-a,64-c,73-c,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Hispanic,-,-,-,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Nat. Haw./PI,-,-,-,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,US N-R,-,-,100-a,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Two or More,100-a,67-a,67-a,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Unknown,-,-,-,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,White,-,82-c,100-b,
University of Akron,Men's CC/Track,,,,,
University of Akron,Men's CC/Track,Total,33-a,72-e,85-e,
University of Akron,Women's Basketball,Am. Ind./AN,-,-,-,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Asian,-,100-a,100-a,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Black,0-a,67-a,75-a,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Hispanic,-,-,-,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Nat. Haw./PI,-,-,-,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,US N-R,-,-,-,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Two or More,0-a,50-a,100-a,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Unknown,-,-,-,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,White,0-a,60-b,100-b,
University of Akron,Women's Basketball,,,,,
University of Akron,Women's Basketball,Total,0-a,63-d,92-c,
University of Akron,Women's CC/Track,,%-N,,,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,,2017-18,4-Class,GSR,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Am. Ind./AN,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Asian,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Black,-,86-b,75-b,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Hispanic,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Nat. Haw./PI,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,US N-R,-,-,100-a,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Two or More,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Unknown,-,-,-,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,White,86-b,83-d,100-c,
University of Akron,Women's CC/Track,,,,,
University of Akron,Women's CC/Track,Total,86-b,84-e,92-e,
University of Akron,Women's Other,,2017-18,4-Class,GSR,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Am. Ind./AN,-,-,-,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Asian,50-a,75-a,100-a,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Black,-,33-a,100-a,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Hispanic,-,100-a,100-a,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Nat. Haw./PI,-,-,-,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,US N-R,60-a,67-c,100-b,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Two or More,0-a,0-a,50-a,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Unknown,-,-,100-a,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,White,76-e,72-e,94-e,
University of Akron,Women's Other,,,,,
University of Akron,Women's Other,Total,67-e,69-e,94-e,
University of Alabama,Baseball,,2017-18 4,-Class,GSR,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Am. Ind./AN,-,-,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Asian,-,-,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Black,-,0-a,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Hispanic,-,100-a,100-a,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Nat. Haw./PI,-,-,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,US N-R,-,-,100-a,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Two or More,-,-,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Unknown,-,-,-,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,White,60-a,71-e,93-e,
University of Alabama,Baseball,,,,,
University of Alabama,Baseball,Total,60-a,68-e,94-e,
University of Alabama,Football,,2017-18 4,-Class,GSR,
University of Alabama,Football,,,,,
University of Alabama,Football,Am. Ind./AN,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Asian,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Black,50-b,59-e,98-e,
University of Alabama,Football,,,,,
University of Alabama,Football,Hispanic,-,0-a,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Nat. Haw./PI,-,-,100-a,
University of Alabama,Football,,,,,
University of Alabama,Football,US N-R,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Two or More,-,50-a,100-a,
University of Alabama,Football,,,,,
University of Alabama,Football,Unknown,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,White,100-a,100-b,94-d,
University of Alabama,Football,,,,,
University of Alabama,Football,Total,58-c,64-e,97-e,
University of Alabama,Men's Basketball,,2017-18 4,-Class,GSR,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Am. Ind./AN,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Asian,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Black,80-a,50-c,100-b,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Hispanic,-,-,100-a,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,US N-R,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Two or More,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Unknown,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,White,-,100-a,100-a,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Total,80-a,54-c,100-c,
University of Alabama,Men's Other,,2017-18 4,-Class,GSR,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Am. Ind./AN,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Asian,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Black,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Hispanic,100-a,100-a,100-a,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Nat. Haw./PI,-,-,100-a,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,US N-R,100-a,86-b,100-c,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Two or More,100-a,50-a,50-a,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Unknown,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,White,100-c,79-e,100-e,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Total,100-c,79-e,98-e,
University of Alabama,Men's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Asian,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Black,100-a,33-b,55-c,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Hispanic,100-a,60-a,60-a,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,US N-R,-,-,100-a,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Two or More,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Unknown,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,White,83-b,94-d,89-d,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Total,89-b,75-e,76-e,
University of Alabama,Women's Basketball,Am. Ind./AN,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Asian,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Black,100-a,75-b,92-c,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Hispanic,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,US N-R,-,-,100-a,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Two or More,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Unknown,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,White,-,33-a,67-a,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Total,100-a,64-c,88-d,
University of Alabama,Women's CC/Track,,%-N,,,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,,2017-18,4-Class,GSR,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Asian,-,100-a,100-a,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Black,100-a,80-b,100-c,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Hispanic,0-a,25-a,100-a,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,US N-R,-,50-a,100-b,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Two or More,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Unknown,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,White,20-a,61-e,95-e,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Total,36-c,63-e,98-e,
University of Alabama,Women's Other,,2017-18,4-Class,GSR,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Am. Ind./AN,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Asian,-,50-a,100-a,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Black,100-a,83-b,100-b,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Hispanic,100-a,86-b,100-b,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Nat. Haw./PI,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,US N-R,40-a,56-b,100-d,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Two or More,100-a,86-b,100-b,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Unknown,100-a,100-a,100-a,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,White,79-e,85-e,100-e,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Total,76-e,83-e,100-e,
University of Alabama at Birmingham,Baseball,,2017-18 4,-Class,GSR,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Asian,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Black,-,50-a,100-a,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Hispanic,-,-,100-a,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,US N-R,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Two or More,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Unknown,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,White,25-a,65-d,96-e,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Total,25-a,63-d,96-e,
University of Alabama at Birmingham,Football,,%-N,,,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,,2017-18 4,-Class,GSR,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Asian,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Black,-,50-a,83-e,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Hispanic,-,-,100-a,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,US N-R,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Two or More,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Unknown,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,White,-,100-a,86-b,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Total,-,67-b,84-e,
University of Alabama at Birmingham,Men's Basketball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Asian,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Black,0-a,57-b,91-c,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Hispanic,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,US N-R,50-a,33-a,75-a,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Two or More,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Unknown,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,White,-,100-a,100-a,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Total,33-a,55-c,88-d,
